utc	epoch	pid	etime_s	rss_gib	arena_class_gib	arena_class_maps	threads
2026-09-23 06:55:37	60	246946	56533	5.03	3.64	324	168
2026-09-23 06:55:37	60	247123	56531	4.91	3.62	326	168
2026-09-23 06:55:37	60	247321	56528	4.96	3.66	321	168
2026-09-23 07:11:38	61	246834	57495	4.81	3.42	320	168
2026-09-23 07:11:38	61	246946	57493	4.99	3.61	323	168
2026-09-23 07:11:38	61	247123	57491	4.78	3.51	327	168
2026-09-23 07:11:38	61	247321	57489	4.95	3.59	323	168
2026-09-23 07:27:09	62	246834	58426	4.71	3.34	321	168
2026-09-23 07:27:09	62	246946	58424	4.89	3.53	324	168
2026-09-23 07:27:09	62	247123	58422	4.80	3.50	326	168
2026-09-23 07:27:09	62	247321	58420	4.77	3.43	321	168
2026-09-23 07:43:09	63	246834	59387	4.89	3.51	323	168
2026-09-23 07:43:09	63	246946	59385	5.08	3.72	325	168
2026-09-23 07:43:10	63	247123	59383	4.90	3.60	326	168
2026-09-23 07:43:10	63	247321	59381	4.95	3.61	324	168
2026-09-23 07:59:10	64	246834	60348	4.81	3.50	321	168
2026-09-23 07:59:10	64	246946	60346	5.03	3.68	324	168
2026-09-23 07:59:10	64	247123	60344	5.06	3.71	326	168
2026-09-23 07:59:11	64	247321	60342	4.95	3.64	325	168
2026-09-23 08:14:41	65	246834	61278	4.99	3.60	321	168
2026-09-23 08:14:41	65	246946	61277	5.07	3.79	325	168
2026-09-23 08:14:41	65	247123	61275	5.14	3.79	326	168
2026-09-23 08:14:41	65	247321	61273	5.07	3.73	324	168
2026-09-23 08:31:12	66	246834	62269	4.82	3.46	321	168
2026-09-23 08:31:12	66	246946	62268	4.93	3.58	323	168
2026-09-23 08:31:12	66	247123	62265	4.86	3.58	326	168
2026-09-23 08:31:12	66	247321	62263	4.85	3.57	323	168
2026-09-23 08:47:43	67	246834	63260	4.73	3.39	321	168
2026-09-23 08:47:43	67	246946	63258	4.93	3.61	324	168
2026-09-23 08:47:43	67	247123	63256	4.91	3.65	326	168
2026-09-23 08:47:43	67	247321	63254	4.77	3.58	323	168
2026-09-23 09:03:14	68	246834	64191	4.68	3.36	319	168
2026-09-23 09:03:14	68	246946	64189	4.85	3.55	325	168
2026-09-23 09:03:14	68	247123	64187	4.72	3.47	326	168
2026-09-23 09:03:14	68	247321	64185	4.85	3.54	323	168
2026-09-23 09:19:14	69	246834	65152	4.98	3.64	319	168
2026-09-23 09:19:15	69	246946	65150	5.12	3.78	324	168
2026-09-23 09:19:15	69	247123	65148	5.00	3.74	326	168
2026-09-23 09:19:15	69	247321	65146	5.15	3.84	325	168
